TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,FirstName,LastName,Gender,BirthDate,City_x,JoinDate,ProductName,Category,SubCategory,UnitPrice,CostPrice,StoreName,City_y,Region,Year,Month,MonthName,Day,DayName,Week,Quarter,Revenue,Cost,Profit,DiscountAmount,FinalSales,ProfitMargin
T01610,2025-01-14,C024,P027,S005,3,0.05,Credit Card,Molly,Murray,F,1961-11-25,North April,2023-04-20,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Johnmouth,Johnmouth,East,2025,1,January,14,Tuesday,3,1,3816.69,2857.95,958.7400000000002,190.83450000000002,3625.8555,25.119671757465245
T01611,2024-12-04,C127,P026,S003,1,0.1,Mobile Money,John,Allen,F,1982-11-17,Kimland,2021-01-22,Behavior Dairy,Groceries,Dairy,1015.76,584.4,MegaMart New Michele,New Michele,West,2024,12,December,4,Wednesday,49,4,1015.76,584.4,431.36,101.57600000000001,914.184,42.466724423092074
T01612,2025-02-23,C181,P039,S005,2,0.0,Credit Card,Brittany,Oneal,F,1972-11-28,Port Bryce,2024-12-12,Church Clothing,Fashion,Clothing,540.94,398.25,MegaMart Johnmouth,Johnmouth,East,2025,2,February,23,Sunday,8,1,1081.88,796.5,285.3800000000001,0.0,1081.88,26.378156542315235
T01613,2024-01-10,C164,P006,S004,1,0.1,Mobile Money,Linda,Vasquez,M,1968-07-28,North Rodney,2020-12-21,Company Fruits,Groceries,Fruits,318.05,187.34,MegaMart Brianahaven,Brianahaven,North,2024,1,January,10,Wednesday,2,1,318.05,187.34,130.71,31.805000000000003,286.245,41.09731174343656
T01614,2023-09-20,C044,P033,S005,2,0.05,Cash,Parker,Sparks,M,1961-02-14,Bryanside,2024-12-27,Beat Accessories,Fashion,Accessories,1798.97,1329.15,MegaMart Johnmouth,Johnmouth,East,2023,9,September,20,Wednesday,38,3,3597.94,2658.3,939.6399999999999,179.89700000000002,3418.043,26.116055298309583
T01615,2023-11-20,C151,P032,S002,1,0.05,Bank Transfer,Dawn,Fletcher,M,2006-08-30,South Audrey,2022-01-26,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,MegaMart Peckmouth,Peckmouth,East,2023,11,November,20,Monday,47,4,304.71,164.01,140.7,15.2355,289.4745,46.1750516884907
T01616,2025-05-30,C146,P002,S002,5,0.1,Credit Card,John,Johnson,F,1997-03-26,North Jamesport,2022-08-31,Audience Television,Electronics,Television,818.76,527.62,MegaMart Peckmouth,Peckmouth,East,2025,5,May,30,Friday,22,2,4093.8,2638.1,1455.7000000000003,409.38000000000005,3684.42,35.5586496653476
T01617,2025-08-23,C174,P003,S001,5,0.1,Mobile Money,Scott,Howell,M,2005-07-07,South Jennifer,2025-08-28,Here Footwear,Fashion,Footwear,337.63,169.03,MegaMart Jimenezborough,Jimenezborough,South,2025,8,August,23,Saturday,34,3,1688.15,845.15,843.0000000000001,168.81500000000003,1519.335,49.936320824571276
T01618,2025-03-02,C001,P003,S004,1,0.1,Mobile Money,Michael,Davis,M,1996-09-11,Osborneport,2022-09-25,Here Footwear,Fashion,Footwear,337.63,169.03,MegaMart Brianahaven,Brianahaven,North,2025,3,March,2,Sunday,9,1,337.63,169.03,168.6,33.763,303.867,49.936320824571276
T01619,2024-01-21,C105,P033,S003,1,0.15,Mobile Money,Kenneth,Berg,M,1969-12-29,Morrisborough,2023-07-06,Beat Accessories,Fashion,Accessories,1798.97,1329.15,MegaMart New Michele,New Michele,West,2024,1,January,21,Sunday,3,1,1798.97,1329.15,469.81999999999994,269.8455,1529.1245,26.116055298309583
T01620,2025-03-30,C093,P026,S005,1,0.05,Cash,Stanley,Brown,M,1978-04-14,Baldwinstad,2022-02-25,Behavior Dairy,Groceries,Dairy,1015.76,584.4,MegaMart Johnmouth,Johnmouth,East,2025,3,March,30,Sunday,13,1,1015.76,584.4,431.36,50.788000000000004,964.972,42.466724423092074
T01621,2025-08-11,C072,P025,S004,5,0.15,Bank Transfer,Eric,Watkins,F,1995-06-06,Melissashire,2022-07-02,Little Watches,Fashion,Watches,429.15,258.72,MegaMart Brianahaven,Brianahaven,North,2025,8,August,11,Monday,33,3,2145.75,1293.6000000000001,852.1499999999999,321.8625,1823.8875,39.71338692764767
T01622,2025-03-03,C002,P035,S004,2,0.1,Cash,Michael,Miller,M,1959-08-18,New Gabrielleport,2020-11-03,Chair Laptop,Electronics,Laptop,1562.43,1195.63,MegaMart Brianahaven,Brianahaven,North,2025,3,March,3,Monday,10,1,3124.86,2391.26,733.5999999999999,312.48600000000005,2812.3740000000003,23.47625173607777
T01623,2024-09-03,C147,P032,S001,2,0.15,Cash,Crystal,Garrison,F,1967-02-03,New Jason,2023-05-20,Difficult Vegetables,Groceries,Vegetables,304.71,164.01,MegaMart Jimenezborough,Jimenezborough,South,2024,9,September,3,Tuesday,36,3,609.42,328.02,281.4,91.413,518.007,46.1750516884907
T01624,2025-08-05,C064,P011,S002,2,0.1,Bank Transfer,Amanda,Hoover,F,1973-09-01,Brittanyburgh,2024-09-26,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart Peckmouth,Peckmouth,East,2025,8,August,5,Tuesday,32,3,497.14,381.34,115.80000000000001,49.714,447.426,23.29323731745585
T01625,2024-01-07,C017,P027,S001,1,0.15,Mobile Money,Vanessa,Anderson,F,1982-03-11,Peterside,2024-09-25,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Jimenezborough,Jimenezborough,South,2024,1,January,7,Sunday,1,1,1272.23,952.65,319.58000000000004,190.8345,1081.3955,25.11967175746524
T01626,2024-06-22,C007,P040,S005,3,0.1,Credit Card,Erin,Walker,M,1985-01-11,West Jasmine,2021-10-13,Piece Headphones,Electronics,Headphones,1745.61,1322.44,MegaMart Johnmouth,Johnmouth,East,2024,6,June,22,Saturday,25,2,5236.83,3967.32,1269.5099999999998,523.683,4713.147,24.241955534168564
T01627,2024-04-10,C028,P029,S004,2,0.1,Cash,John,Carr,F,1960-02-10,New David,2022-12-16,Road Clothing,Fashion,Clothing,1485.05,988.31,MegaMart Brianahaven,Brianahaven,North,2024,4,April,10,Wednesday,15,2,2970.1,1976.62,993.48,297.01,2673.09,33.449378808794314
T01628,2024-12-31,C086,P027,S005,2,0.0,Mobile Money,Lawrence,Hunter,F,1975-09-26,Port Stephanie,2023-07-26,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Johnmouth,Johnmouth,East,2024,12,December,31,Tuesday,1,4,2544.46,1905.3,639.1600000000001,0.0,2544.46,25.11967175746524
T01629,2024-10-28,C196,P044,S001,4,0.0,Cash,James,Noble,F,1964-04-24,Woodbury,2025-02-19,Least Accessories,Fashion,Accessories,1286.55,797.54,MegaMart Jimenezborough,Jimenezborough,South,2024,10,October,28,Monday,44,4,5146.2,3190.16,1956.04,0.0,5146.2,38.009404997862504
T01630,2025-05-08,C016,P042,S001,4,0.1,Cash,Miguel,Johnson,M,1976-04-27,Murrayborough,2022-02-21,Maybe Clothing,Fashion,Clothing,453.62,316.63,MegaMart Jimenezborough,Jimenezborough,South,2025,5,May,8,Thursday,19,2,1814.48,1266.52,547.96,181.448,1633.032,30.199285745778408
T01631,2025-07-31,C033,P007,S001,4,0.0,Bank Transfer,Jenny,Beck,F,1978-07-27,Lake Cody,2025-03-17,Understand Camera,Electronics,Camera,1474.12,764.02,MegaMart Jimenezborough,Jimenezborough,South,2025,7,July,31,Thursday,31,3,5896.48,3056.08,2840.3999999999996,0.0,5896.48,48.17111225680406
T01632,2024-08-10,C157,P008,S004,1,0.0,Cash,Connie,Terry,M,1965-12-16,Port Patriciaburgh,2022-12-22,Recognize Footwear,Fashion,Footwear,109.78,70.59,MegaMart Brianahaven,Brianahaven,North,2024,8,August,10,Saturday,32,3,109.78,70.59,39.19,0.0,109.78,35.69867006740754
T01633,2024-06-25,C144,P006,S001,3,0.15,Mobile Money,Betty,Johnson,F,1963-09-02,North Lisa,2021-03-03,Company Fruits,Groceries,Fruits,318.05,187.34,MegaMart Jimenezborough,Jimenezborough,South,2024,6,June,25,Tuesday,26,2,954.1500000000001,562.02,392.1300000000001,143.1225,811.0275000000001,41.09731174343658
T01634,2024-10-14,C025,P047,S005,4,0.05,Cash,Cheryl,Gilbert,F,1971-03-12,Bradyshire,2022-01-14,Or Smartphone,Electronics,Smartphone,1197.18,722.74,MegaMart Johnmouth,Johnmouth,East,2024,10,October,14,Monday,42,4,4788.72,2890.96,1897.7600000000002,239.43600000000004,4549.284000000001,39.62979668888555
T01635,2024-07-27,C117,P024,S004,4,0.15,Cash,Timothy,Beck,F,1987-09-07,Lauraborough,2022-12-18,Him Smartphone,Electronics,Smartphone,1487.41,813.07,MegaMart Brianahaven,Brianahaven,North,2024,7,July,27,Saturday,30,3,5949.64,3252.28,2697.36,892.446,5057.194,45.3365245628307
T01636,2024-09-09,C087,P033,S001,4,0.1,Credit Card,Laurie,Mason,F,1975-06-22,Berrymouth,2025-07-02,Beat Accessories,Fashion,Accessories,1798.97,1329.15,MegaMart Jimenezborough,Jimenezborough,South,2024,9,September,9,Monday,37,3,7195.88,5316.6,1879.2799999999997,719.5880000000001,6476.292,26.116055298309583
T01637,2024-05-26,C028,P016,S001,1,0.0,Credit Card,John,Carr,F,1960-02-10,New David,2022-12-16,House Accessories,Fashion,Accessories,1858.75,1451.16,MegaMart Jimenezborough,Jimenezborough,South,2024,5,May,26,Sunday,21,2,1858.75,1451.16,407.5899999999999,0.0,1858.75,21.928177538668457
T01638,2025-08-05,C147,P014,S002,5,0.1,Bank Transfer,Crystal,Garrison,F,1967-02-03,New Jason,2023-05-20,Add Clothing,Fashion,Clothing,1342.75,797.94,MegaMart Peckmouth,Peckmouth,East,2025,8,August,5,Tuesday,32,3,6713.75,3989.7000000000003,2724.0499999999997,671.375,6042.375,40.574194749581075
T01639,2024-07-25,C108,P005,S004,5,0.15,Credit Card,Samantha,Hill,M,1960-11-21,Georgetown,2022-06-08,Knowledge Bags,Fashion,Bags,1396.22,1004.09,MegaMart Brianahaven,Brianahaven,North,2024,7,July,25,Thursday,30,3,6981.1,5020.45,1960.6500000000005,1047.165,5933.935,28.08511552620648
T01640,2025-09-07,C063,P011,S002,1,0.0,Credit Card,Michael,Johnson,M,1973-01-07,West Amandashire,2023-05-29,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart Peckmouth,Peckmouth,East,2025,9,September,7,Sunday,36,3,248.57,190.67,57.900000000000006,0.0,248.57,23.29323731745585
T01641,2023-09-18,C080,P046,S005,4,0.1,Bank Transfer,Grace,Garcia,F,2003-11-04,Markberg,2023-01-02,Nature Clothing,Fashion,Clothing,1165.37,926.55,MegaMart Johnmouth,Johnmouth,East,2023,9,September,18,Monday,38,3,4661.48,3706.2,955.2799999999997,466.14799999999997,4195.331999999999,20.49306228923003
T01642,2025-08-22,C150,P047,S005,2,0.05,Mobile Money,Francis,Hernandez,M,1971-06-17,Juliefurt,2022-10-07,Or Smartphone,Electronics,Smartphone,1197.18,722.74,MegaMart Johnmouth,Johnmouth,East,2025,8,August,22,Friday,34,3,2394.36,1445.48,948.8800000000001,119.71800000000002,2274.6420000000003,39.62979668888555
T01643,2024-01-21,C080,P001,S005,3,0.1,Bank Transfer,Grace,Garcia,F,2003-11-04,Markberg,2023-01-02,Like Camera,Electronics,Camera,1673.69,1323.38,MegaMart Johnmouth,Johnmouth,East,2024,1,January,21,Sunday,3,1,5021.07,3970.1400000000003,1050.9299999999994,502.10699999999997,4518.963,20.93039929736091
T01644,2024-03-01,C003,P018,S005,5,0.05,Cash,Carol,Hays,F,2005-04-19,Port Allen,2024-02-12,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,MegaMart Johnmouth,Johnmouth,East,2024,3,March,1,Friday,9,1,5399.450000000001,3519.15,1880.3000000000006,269.9725,5129.477500000001,34.82391725083111
T01645,2023-10-22,C061,P037,S005,5,0.0,Mobile Money,Heather,Russell,M,1968-10-21,North Michellemouth,2021-02-01,Book Television,Electronics,Television,1952.65,1451.27,MegaMart Johnmouth,Johnmouth,East,2023,10,October,22,Sunday,42,4,9763.25,7256.35,2506.8999999999996,0.0,9763.25,25.676900622231326
T01646,2023-12-27,C089,P038,S002,2,0.05,Cash,William,Warner,F,1969-07-12,Geoffreystad,2022-11-25,Stage Footwear,Fashion,Footwear,366.93,285.23,MegaMart Peckmouth,Peckmouth,East,2023,12,December,27,Wednesday,52,4,733.86,570.46,163.39999999999998,36.693000000000005,697.167,22.265827269506442
T01647,2023-11-20,C088,P026,S002,4,0.15,Bank Transfer,Brenda,Costa,F,1997-10-11,North Christian,2022-09-12,Behavior Dairy,Groceries,Dairy,1015.76,584.4,MegaMart Peckmouth,Peckmouth,East,2023,11,November,20,Monday,47,4,4063.04,2337.6,1725.44,609.456,3453.584,42.466724423092074
T01648,2025-05-22,C149,P019,S005,3,0.1,Mobile Money,Melissa,Torres,M,1978-01-24,North Kathryn,2025-05-02,Traditional Laptop,Electronics,Laptop,1762.92,1346.48,MegaMart Johnmouth,Johnmouth,East,2025,5,May,22,Thursday,21,2,5288.76,4039.44,1249.3200000000002,528.8760000000001,4759.884,23.622172305039367
T01649,2025-02-12,C085,P040,S002,1,0.15,Cash,Juan,Ramirez,M,1979-03-23,New Michaelview,2023-10-11,Piece Headphones,Electronics,Headphones,1745.61,1322.44,MegaMart Peckmouth,Peckmouth,East,2025,2,February,12,Wednesday,7,1,1745.61,1322.44,423.16999999999985,261.8415,1483.7685,24.241955534168564
T01650,2024-12-10,C127,P033,S002,1,0.05,Credit Card,John,Allen,F,1982-11-17,Kimland,2021-01-22,Beat Accessories,Fashion,Accessories,1798.97,1329.15,MegaMart Peckmouth,Peckmouth,East,2024,12,December,10,Tuesday,50,4,1798.97,1329.15,469.81999999999994,89.94850000000001,1709.0215,26.116055298309583
T01651,2024-08-18,C120,P021,S005,2,0.05,Mobile Money,Curtis,Faulkner,F,1964-01-10,Annaborough,2020-10-18,Firm Dairy,Groceries,Dairy,1227.24,977.09,MegaMart Johnmouth,Johnmouth,East,2024,8,August,18,Sunday,33,3,2454.48,1954.18,500.29999999999995,122.724,2331.756,20.383136142889736
T01652,2024-03-30,C189,P004,S003,4,0.05,Mobile Money,Steve,Flynn,M,1966-08-07,East Walter,2021-03-05,Four Accessories,Fashion,Accessories,1853.77,1363.52,MegaMart New Michele,New Michele,West,2024,3,March,30,Saturday,13,1,7415.08,5454.08,1961.0,370.754,7044.326,26.44610712224278
T01653,2025-08-08,C048,P036,S001,3,0.0,Cash,Alexis,Crane,M,2004-12-30,Newtonborough,2022-04-10,New Watches,Fashion,Watches,1501.46,1167.73,MegaMart Jimenezborough,Jimenezborough,South,2025,8,August,8,Friday,32,3,4504.38,3503.19,1001.19,0.0,4504.38,22.2270323551743
T01654,2024-06-05,C092,P006,S001,5,0.0,Credit Card,Lindsey,Holder,F,2001-11-28,Mendozaland,2023-12-17,Company Fruits,Groceries,Fruits,318.05,187.34,MegaMart Jimenezborough,Jimenezborough,South,2024,6,June,5,Wednesday,23,2,1590.25,936.7,653.55,0.0,1590.25,41.09731174343656
T01655,2025-01-08,C075,P003,S004,2,0.1,Cash,Seth,Moore,M,1954-09-17,New John,2021-05-12,Here Footwear,Fashion,Footwear,337.63,169.03,MegaMart Brianahaven,Brianahaven,North,2025,1,January,8,Wednesday,2,1,675.26,338.06,337.2,67.526,607.734,49.936320824571276
T01656,2025-05-01,C008,P009,S002,2,0.1,Credit Card,Isaiah,Williams,M,1960-11-13,New Michaelland,2025-03-04,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart Peckmouth,Peckmouth,East,2025,5,May,1,Thursday,18,2,246.38,160.72,85.66,24.638,221.742,34.76743242146278
T01657,2023-12-01,C057,P048,S003,2,0.1,Credit Card,Julie,Gibson,F,1998-09-26,Williamsville,2023-03-26,Nor Bags,Fashion,Bags,1216.36,794.8,MegaMart New Michele,New Michele,West,2023,12,December,1,Friday,48,4,2432.72,1589.6,843.1199999999999,243.272,2189.448,34.6575027130126
T01658,2025-01-03,C046,P018,S002,1,0.05,Bank Transfer,Dennis,Poole,M,1964-01-21,New Jontown,2022-06-25,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,MegaMart Peckmouth,Peckmouth,East,2025,1,January,3,Friday,1,1,1079.89,703.83,376.06000000000006,53.99450000000001,1025.8955,34.8239172508311
T01659,2024-02-09,C026,P001,S001,2,0.15,Cash,Justin,Macdonald,M,2004-01-04,Shepherdburgh,2024-09-03,Like Camera,Electronics,Camera,1673.69,1323.38,MegaMart Jimenezborough,Jimenezborough,South,2024,2,February,9,Friday,6,1,3347.38,2646.76,700.6199999999999,502.10699999999997,2845.273,20.930399297360918
T01660,2024-02-10,C087,P003,S002,3,0.15,Credit Card,Laurie,Mason,F,1975-06-22,Berrymouth,2025-07-02,Here Footwear,Fashion,Footwear,337.63,169.03,MegaMart Peckmouth,Peckmouth,East,2024,2,February,10,Saturday,6,1,1012.89,507.09000000000003,505.79999999999995,151.93349999999998,860.9565,49.936320824571276
T01661,2023-10-26,C095,P015,S003,2,0.15,Cash,Kevin,Snyder,M,1982-08-20,Seanville,2020-12-19,Whether Bags,Fashion,Bags,270.45,187.6,MegaMart New Michele,New Michele,West,2023,10,October,26,Thursday,43,4,540.9,375.2,165.7,81.13499999999999,459.765,30.63412830467739
T01662,2024-11-07,C031,P031,S002,2,0.05,Credit Card,Ashley,Gibson,F,2003-03-14,East Carrieberg,2025-08-26,Foot Snacks,Groceries,Snacks,1095.72,822.2,MegaMart Peckmouth,Peckmouth,East,2024,11,November,7,Thursday,45,4,2191.44,1644.4,547.04,109.572,2081.868,24.96258168145146
T01663,2025-07-19,C137,P047,S004,3,0.1,Mobile Money,Gary,Lopez,M,1984-08-05,Amandachester,2024-05-09,Or Smartphone,Electronics,Smartphone,1197.18,722.74,MegaMart Brianahaven,Brianahaven,North,2025,7,July,19,Saturday,29,3,3591.54,2168.2200000000003,1423.3199999999997,359.154,3232.386,39.62979668888554
T01664,2025-01-25,C163,P020,S002,1,0.05,Bank Transfer,Erin,Rogers,F,1985-10-08,Lake Lindsay,2025-08-20,Simple Accessories,Fashion,Accessories,323.92,242.98,MegaMart Peckmouth,Peckmouth,East,2025,1,January,25,Saturday,4,1,323.92,242.98,80.94000000000003,16.196,307.724,24.987651271919
T01665,2024-01-17,C039,P036,S003,2,0.0,Bank Transfer,Nancy,Savage,F,1996-11-02,Port Sandra,2022-10-17,New Watches,Fashion,Watches,1501.46,1167.73,MegaMart New Michele,New Michele,West,2024,1,January,17,Wednesday,3,1,3002.92,2335.46,667.46,0.0,3002.92,22.2270323551743
T01666,2024-01-03,C033,P048,S005,5,0.15,Credit Card,Jenny,Beck,F,1978-07-27,Lake Cody,2025-03-17,Nor Bags,Fashion,Bags,1216.36,794.8,MegaMart Johnmouth,Johnmouth,East,2024,1,January,3,Wednesday,1,1,6081.799999999999,3974.0,2107.7999999999993,912.2699999999999,5169.53,34.65750271301259
T01667,2025-02-18,C187,P022,S001,4,0.0,Credit Card,Cynthia,Cherry,M,1989-01-14,Gomeztown,2023-11-01,How Vegetables,Groceries,Vegetables,25.57,19.05,MegaMart Jimenezborough,Jimenezborough,South,2025,2,February,18,Tuesday,8,1,102.28,76.2,26.08,0.0,102.28,25.4986312084474
T01668,2025-08-30,C131,P042,S004,5,0.1,Mobile Money,Denise,Jackson,M,1996-10-18,Williamsport,2022-12-20,Maybe Clothing,Fashion,Clothing,453.62,316.63,MegaMart Brianahaven,Brianahaven,North,2025,8,August,30,Saturday,35,3,2268.1,1583.15,684.9499999999998,226.81,2041.29,30.199285745778397
T01669,2025-01-26,C133,P002,S004,2,0.1,Bank Transfer,Yvette,Roth,M,1962-04-14,East Melissashire,2025-06-23,Audience Television,Electronics,Television,818.76,527.62,MegaMart Brianahaven,Brianahaven,North,2025,1,January,26,Sunday,4,1,1637.52,1055.24,582.28,163.752,1473.768,35.558649665347595
T01670,2024-06-21,C135,P026,S004,4,0.15,Bank Transfer,Mario,Cuevas,M,1986-03-07,North Charlesville,2023-09-03,Behavior Dairy,Groceries,Dairy,1015.76,584.4,MegaMart Brianahaven,Brianahaven,North,2024,6,June,21,Friday,25,2,4063.04,2337.6,1725.44,609.456,3453.584,42.466724423092074
T01671,2023-12-13,C149,P043,S004,5,0.0,Credit Card,Melissa,Torres,M,1978-01-24,North Kathryn,2025-05-02,Soon Accessories,Fashion,Accessories,564.42,293.96,MegaMart Brianahaven,Brianahaven,North,2023,12,December,13,Wednesday,50,4,2822.1,1469.8,1352.3,0.0,2822.1,47.91821693065448
T01672,2024-07-18,C057,P003,S002,4,0.05,Mobile Money,Julie,Gibson,F,1998-09-26,Williamsville,2023-03-26,Here Footwear,Fashion,Footwear,337.63,169.03,MegaMart Peckmouth,Peckmouth,East,2024,7,July,18,Thursday,29,3,1350.52,676.12,674.4,67.526,1282.994,49.936320824571276
T01673,2024-05-04,C056,P009,S003,4,0.15,Credit Card,Carl,Wyatt,F,2004-09-23,North Tracey,2021-06-19,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart New Michele,New Michele,West,2024,5,May,4,Saturday,18,2,492.76,321.44,171.32,73.914,418.846,34.76743242146278
T01674,2024-12-05,C096,P021,S003,5,0.0,Credit Card,Eric,King,M,1989-01-06,Lake Amanda,2021-10-27,Firm Dairy,Groceries,Dairy,1227.24,977.09,MegaMart New Michele,New Michele,West,2024,12,December,5,Thursday,49,4,6136.2,4885.45,1250.75,0.0,6136.2,20.38313614288974
T01675,2024-05-19,C193,P021,S001,3,0.15,Bank Transfer,Donald,Meza,F,1969-11-06,North Kelly,2020-12-08,Firm Dairy,Groceries,Dairy,1227.24,977.09,MegaMart Jimenezborough,Jimenezborough,South,2024,5,May,19,Sunday,20,2,3681.7200000000003,2931.27,750.4500000000003,552.258,3129.4620000000004,20.383136142889743
T01676,2025-01-28,C059,P038,S005,1,0.15,Bank Transfer,Scott,Wyatt,F,1963-05-11,New Meagan,2024-09-27,Stage Footwear,Fashion,Footwear,366.93,285.23,MegaMart Johnmouth,Johnmouth,East,2025,1,January,28,Tuesday,5,1,366.93,285.23,81.69999999999999,55.0395,311.89050000000003,22.265827269506442
T01677,2023-11-15,C110,P037,S004,4,0.15,Mobile Money,Travis,Peters,F,1966-01-05,South Ianhaven,2022-12-31,Book Television,Electronics,Television,1952.65,1451.27,MegaMart Brianahaven,Brianahaven,North,2023,11,November,15,Wednesday,46,4,7810.6,5805.08,2005.5200000000004,1171.59,6639.01,25.67690062223133
T01678,2024-02-06,C095,P050,S004,3,0.1,Mobile Money,Kevin,Snyder,M,1982-08-20,Seanville,2020-12-19,Maybe Footwear,Fashion,Footwear,1044.64,775.07,MegaMart Brianahaven,Brianahaven,North,2024,2,February,6,Tuesday,6,1,3133.92,2325.21,808.71,313.39200000000005,2820.5280000000002,25.805062030938892
T01679,2024-08-09,C007,P050,S002,4,0.05,Bank Transfer,Erin,Walker,M,1985-01-11,West Jasmine,2021-10-13,Maybe Footwear,Fashion,Footwear,1044.64,775.07,MegaMart Peckmouth,Peckmouth,East,2024,8,August,9,Friday,32,3,4178.56,3100.28,1078.2800000000002,208.92800000000003,3969.6320000000005,25.805062030938892
T01680,2023-09-15,C166,P044,S001,3,0.0,Bank Transfer,Meagan,Ali,F,2001-05-13,South Markbury,2023-07-10,Least Accessories,Fashion,Accessories,1286.55,797.54,MegaMart Jimenezborough,Jimenezborough,South,2023,9,September,15,Friday,37,3,3859.6499999999996,2392.62,1467.0299999999997,0.0,3859.6499999999996,38.0094049978625
T01681,2024-06-22,C129,P029,S005,5,0.0,Bank Transfer,Gary,Taylor,M,1958-10-08,New Michael,2024-12-10,Road Clothing,Fashion,Clothing,1485.05,988.31,MegaMart Johnmouth,Johnmouth,East,2024,6,June,22,Saturday,25,2,7425.25,4941.549999999999,2483.7000000000007,0.0,7425.25,33.44937880879433
T01682,2024-09-27,C059,P005,S001,1,0.0,Bank Transfer,Scott,Wyatt,F,1963-05-11,New Meagan,2024-09-27,Knowledge Bags,Fashion,Bags,1396.22,1004.09,MegaMart Jimenezborough,Jimenezborough,South,2024,9,September,27,Friday,39,3,1396.22,1004.09,392.13,0.0,1396.22,28.085115526206472
T01683,2023-11-22,C010,P039,S005,2,0.1,Credit Card,Catherine,Rice,M,1976-12-12,West Carol,2025-07-23,Church Clothing,Fashion,Clothing,540.94,398.25,MegaMart Johnmouth,Johnmouth,East,2023,11,November,22,Wednesday,47,4,1081.88,796.5,285.3800000000001,108.18800000000002,973.6920000000001,26.378156542315235
T01684,2024-11-07,C173,P012,S003,3,0.1,Bank Transfer,Lisa,Ruiz,F,1958-08-28,South Marcusberg,2025-08-22,Above Camera,Electronics,Camera,1193.09,818.24,MegaMart New Michele,New Michele,West,2024,11,November,7,Thursday,45,4,3579.2699999999995,2454.7200000000003,1124.5499999999993,357.92699999999996,3221.3429999999994,31.41841772204945
T01685,2024-08-11,C049,P035,S005,2,0.1,Cash,Antonio,Hamilton,M,1997-01-03,Chambersview,2022-06-23,Chair Laptop,Electronics,Laptop,1562.43,1195.63,MegaMart Johnmouth,Johnmouth,East,2024,8,August,11,Sunday,32,3,3124.86,2391.26,733.5999999999999,312.48600000000005,2812.3740000000003,23.47625173607777
T01686,2023-10-01,C198,P036,S003,3,0.1,Mobile Money,Jessica,Mullins,M,1986-01-23,Jessicaside,2022-12-10,New Watches,Fashion,Watches,1501.46,1167.73,MegaMart New Michele,New Michele,West,2023,10,October,1,Sunday,39,4,4504.38,3503.19,1001.19,450.43800000000005,4053.942,22.2270323551743
T01687,2024-06-20,C104,P036,S005,1,0.15,Credit Card,Brenda,Dean,M,1965-03-20,West Ann,2024-01-17,New Watches,Fashion,Watches,1501.46,1167.73,MegaMart Johnmouth,Johnmouth,East,2024,6,June,20,Thursday,25,2,1501.46,1167.73,333.73,225.219,1276.241,22.2270323551743
T01688,2023-10-05,C102,P027,S002,2,0.05,Mobile Money,Carolyn,Perez,F,1996-06-20,South Briantown,2023-11-12,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Peckmouth,Peckmouth,East,2023,10,October,5,Thursday,40,4,2544.46,1905.3,639.1600000000001,127.22300000000001,2417.237,25.11967175746524
T01689,2025-05-04,C060,P009,S005,5,0.15,Mobile Money,Anthony,Conway,M,1997-10-09,Carlyberg,2025-06-15,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart Johnmouth,Johnmouth,East,2025,5,May,4,Sunday,18,2,615.95,401.8,214.15000000000003,92.3925,523.5575,34.767432421462786
T01690,2025-03-05,C088,P008,S001,3,0.05,Mobile Money,Brenda,Costa,F,1997-10-11,North Christian,2022-09-12,Recognize Footwear,Fashion,Footwear,109.78,70.59,MegaMart Jimenezborough,Jimenezborough,South,2025,3,March,5,Wednesday,10,1,329.34000000000003,211.77,117.57000000000002,16.467000000000002,312.87300000000005,35.69867006740755
T01691,2024-04-26,C198,P022,S004,2,0.15,Mobile Money,Jessica,Mullins,M,1986-01-23,Jessicaside,2022-12-10,How Vegetables,Groceries,Vegetables,25.57,19.05,MegaMart Brianahaven,Brianahaven,North,2024,4,April,26,Friday,17,2,51.14,38.1,13.04,7.670999999999999,43.469,25.4986312084474
T01692,2023-12-05,C143,P046,S001,3,0.05,Credit Card,Cynthia,Carlson,M,1961-06-03,South Jameschester,2023-06-10,Nature Clothing,Fashion,Clothing,1165.37,926.55,MegaMart Jimenezborough,Jimenezborough,South,2023,12,December,5,Tuesday,49,4,3496.1099999999997,2779.6499999999996,716.46,174.8055,3321.3044999999997,20.493062289230032
